date,district,domestic_tourists,foreign_tourists,total_tourists,hotel_revenue,bar_revenue,boating_revenue,total_revenue,hotel_room_keys,hotel_class,growth_rate_domestic,growth_rate_foreign,growth_rate_total,top_district_rank,data_source,crimes_reported
01-11-2021,Guntur,84731,6662,91393,2150798,616199,25563,2792560,1500,3 Star,0.025,0.01,0.018,1,fabricated_data,47
01-11-2021,Visakhapatnam,171510,21093,192603,4735864,1676718,138178,6550760,1000,3 Star,0.032,0.05,0.041,10,fabricated_data,30
01-11-2021,Alluri Seetarama Raju,60194,4902,65096,1274234,597684,20758,1892675,500,3 Star,0.036,0.051,0.043,8,fabricated_data,43
01-11-2021,Srikakulam,58467,3806,62273,1281501,389921,22497,1693918,1200,5 Star,0.026,0.062,0.044,9,fabricated_data,57
01-11-2021,Chittoor,99009,9339,108348,2238919,982644,39587,3261149,500,4 Star,0.074,0.018,0.046,3,fabricated_data,52
01-11-2021,Kakinada,77863,4060,81923,2057789,538026,27719,2623534,1500,5 Star,0.075,0.063,0.069,6,fabricated_data,70
01-11-2021,Nandyal,57154,3008,60162,1392716,434422,12573,1839710,500,4 Star,0.024,0.014,0.019,8,fabricated_data,66
01-11-2021,Krishna,100953,8507,109460,2808465,583331,38858,3430653,1500,3 Star,0.029,0.039,0.034,4,fabricated_data,66
01-12-2021,Tirupati,136909,9125,146034,3441722,843074,33989,4318786,1200,3 Star,0.031,0.043,0.037,1,fabricated_data,109
01-12-2021,NTR,99996,7930,107926,2170056,658026,37255,2865337,700,4 Star,0.032,0.061,0.046,1,fabricated_data,59
01-12-2021,Guntur,84488,6086,90574,1846507,697736,35606,2579848,700,5 Star,0.046,0.028,0.037,9,fabricated_data,54
01-12-2021,Visakhapatnam,148621,18660,167281,3214339,1106583,115232,4436155,1500,4 Star,0.029,0.044,0.036,8,fabricated_data,52
01-12-2021,Alluri Seetarama Raju,68657,5480,74137,1809220,655522,16835,2481577,500,5 Star,0.083,0.048,0.066,4,fabricated_data,77
01-12-2021,Srikakulam,61239,4089,65328,1725077,345258,26322,2096657,1200,4 Star,0.085,0.066,0.076,7,fabricated_data,49
01-12-2021,Chittoor,95590,10231,105821,1998822,787762,47603,2834186,700,5 Star,0.049,0.03,0.04,7,fabricated_data,71
01-12-2021,Kakinada,66788,5092,71880,1773987,628427,25160,2427574,1500,4 Star,0.059,0.032,0.045,9,fabricated_data,77
01-12-2021,Nandyal,51417,2932,54349,1130480,329251,20516,1480247,1000,3 Star,0.034,0.034,0.034,4,fabricated_data,40
01-12-2021,Krishna,90843,7975,98818,1913077,462685,49593,2425355,700,3 Star,0.084,0.048,0.066,3,fabricated_data,72
01-01-2022,Tirupati,117248,10097,127345,3408684,1020241,52215,4481141,1500,3 Star,0.048,0.046,0.047,3,fabricated_data,85
01-01-2022,NTR,90947,8391,99338,2567678,854628,41543,3463849,1000,3 Star,0.059,0.021,0.04,9,fabricated_data,50
01-01-2022,Guntur,84411,7461,91872,1777773,520416,50746,2348936,1200,4 Star,0.028,0.011,0.019,5,fabricated_data,35
01-01-2022,Visakhapatnam,166749,19981,186730,4979238,1364364,126609,6470210,1500,3 Star,0.089,0.03,0.059,3,fabricated_data,53
01-01-2022,Alluri Seetarama Raju,61621,5815,67436,1566743,609569,36286,2212598,1000,5 Star,0.057,0.052,0.054,10,fabricated_data,71
01-01-2022,Srikakulam,57622,3637,61259,1305158,442592,17445,1765196,1500,5 Star,0.067,0.039,0.053,5,fabricated_data,39
01-01-2022,Chittoor,102185,8356,110541,2640316,700715,40072,3381103,1200,5 Star,0.052,0.077,0.065,2,fabricated_data,51
01-01-2022,Kakinada,70242,3916,74158,1754629,545840,20502,2320970,1500,5 Star,0.072,0.012,0.042,3,fabricated_data,77
01-01-2022,Nandyal,48213,3247,51460,1067521,255547,13969,1337036,700,5 Star,0.077,0.047,0.062,5,fabricated_data,75
01-01-2022,Krishna,107228,9685,116913,3089962,747733,55653,3893348,1000,4 Star,0.027,0.026,0.026,2,fabricated_data,56
01-02-2022,Tirupati,90489,8697,99186,1820546,585082,26297,2431925,700,5 Star,0.025,0.074,0.05,3,fabricated_data,101
01-02-2022,NTR,67897,6229,74126,1890530,559521,37329,2487380,1500,5 Star,0.089,0.057,0.073,8,fabricated_data,61
01-02-2022,Guntur,60072,5325,65397,1701799,523444,34007,2259249,500,3 Star,0.041,0.073,0.057,4,fabricated_data,45
01-02-2022,Visakhapatnam,126087,13740,139827,3011627,1176220,81034,4268881,500,3 Star,0.037,0.035,0.036,8,fabricated_data,70
01-02-2022,Alluri Seetarama Raju,50102,4572,54674,1143167,370923,21909,1535999,1000,3 Star,0.067,0.052,0.059,7,fabricated_data,44
01-02-2022,Srikakulam,42599,3210,45809,865090,344511,19397,1228998,1500,5 Star,0.095,0.06,0.077,5,fabricated_data,39
01-02-2022,Chittoor,84436,7697,92133,1993759,512258,34946,2540962,500,4 Star,0.059,0.011,0.035,5,fabricated_data,70
01-02-2022,Kakinada,52285,3236,55521,1354381,279756,10048,1644185,1500,4 Star,0.063,0.074,0.069,7,fabricated_data,54
01-02-2022,Nandyal,36296,2526,38822,981733,243032,8700,1233464,1200,5 Star,0.031,0.07,0.051,10,fabricated_data,38
01-02-2022,Krishna,74037,6406,80443,1492666,413513,23957,1930136,1000,4 Star,0.092,0.014,0.053,6,fabricated_data,61
01-03-2022,Tirupati,97127,7576,104703,1965022,728615,37383,2731020,700,3 Star,0.081,0.044,0.062,6,fabricated_data,101
01-03-2022,NTR,76888,6335,83223,2184662,543924,38463,2767049,700,3 Star,0.068,0.016,0.042,1,fabricated_data,44
01-03-2022,Guntur,55037,5389,60426,1273580,401660,21272,1696512,700,5 Star,0.051,0.047,0.049,8,fabricated_data,43
01-03-2022,Visakhapatnam,116233,14598,130831,3162021,878452,98891,4139364,1500,3 Star,0.084,0.065,0.075,9,fabricated_data,58
01-03-2022,Alluri Seetarama Raju,53536,3690,57226,1539852,272778,21881,1834510,1000,4 Star,0.073,0.041,0.057,5,fabricated_data,33
01-03-2022,Srikakulam,45230,2996,48226,969807,434270,14270,1418347,1500,5 Star,0.069,0.017,0.043,7,fabricated_data,41
01-03-2022,Chittoor,85369,7596,92965,2410974,735714,48088,3194777,1000,3 Star,0.075,0.055,0.065,2,fabricated_data,30
01-03-2022,Kakinada,59671,3093,62764,1250038,397709,13901,1661649,1500,4 Star,0.067,0.041,0.054,1,fabricated_data,75
01-03-2022,Nandyal,40371,2392,42763,810356,214150,11279,1035786,1200,4 Star,0.087,0.079,0.083,7,fabricated_data,59
01-03-2022,Krishna,75042,5626,80668,2207911,573030,24193,2805135,700,3 Star,0.047,0.011,0.029,2,fabricated_data,60
01-04-2022,Tirupati,123042,9997,133039,3234431,955869,69436,4259736,700,5 Star,0.082,0.071,0.076,10,fabricated_data,85
01-04-2022,NTR,89555,6431,95986,2663973,718175,38200,3420348,1200,3 Star,0.023,0.053,0.038,9,fabricated_data,37
01-04-2022,Guntur,73358,6168,79526,1587603,412075,42684,2042362,1200,3 Star,0.038,0.022,0.03,6,fabricated_data,60
01-04-2022,Visakhapatnam,148134,15775,163909,4286309,1028988,67099,5382395,1200,3 Star,0.089,0.075,0.082,8,fabricated_data,43
01-04-2022,Alluri Seetarama Raju,56581,5268,61849,1690121,440449,21663,2152233,1500,5 Star,0.02,0.05,0.035,5,fabricated_data,73
01-04-2022,Srikakulam,48887,3666,52553,1082483,327759,22509,1432750,1000,3 Star,0.072,0.077,0.074,9,fabricated_data,63
01-04-2022,Chittoor,97764,8995,106759,2513844,521449,31175,3066468,1500,5 Star,0.042,0.016,0.029,4,fabricated_data,38
01-04-2022,Kakinada,68558,4383,72941,1842409,470489,17750,2330647,500,3 Star,0.082,0.042,0.062,3,fabricated_data,77
01-04-2022,Nandyal,51052,3078,54130,1149784,307261,13425,1470470,1200,5 Star,0.061,0.022,0.041,1,fabricated_data,48
01-04-2022,Krishna,91130,6740,97870,1860171,569926,38814,2468912,700,4 Star,0.047,0.031,0.039,4,fabricated_data,38
01-05-2022,Tirupati,110840,10350,121190,3244845,808181,58351,4111377,500,3 Star,0.027,0.064,0.045,6,fabricated_data,113
01-05-2022,NTR,76253,7543,83796,1732893,713555,37262,2483711,1200,5 Star,0.061,0.037,0.049,4,fabricated_data,70
01-05-2022,Guntur,70100,5325,75425,1431091,449169,21177,1901437,1000,3 Star,0.022,0.046,0.034,2,fabricated_data,35
01-05-2022,Visakhapatnam,153968,19272,173240,3405336,881687,82198,4369221,700,4 Star,0.053,0.056,0.054,6,fabricated_data,49
01-05-2022,Alluri Seetarama Raju,60855,5452,66307,1531560,553509,28288,2113356,700,4 Star,0.045,0.05,0.048,1,fabricated_data,47
01-05-2022,Srikakulam,58769,3828,62597,1349124,464583,25942,1839648,1200,5 Star,0.086,0.029,0.057,9,fabricated_data,72
01-05-2022,Chittoor,91511,8436,99947,1928032,759596,53521,2741148,700,5 Star,0.024,0.075,0.05,7,fabricated_data,67
01-05-2022,Kakinada,69889,4512,74401,1706072,605805,24816,2336694,1500,5 Star,0.069,0.04,0.055,2,fabricated_data,35
01-05-2022,Nandyal,48973,3336,52309,1038142,355321,22163,1415626,1200,4 Star,0.066,0.065,0.066,3,fabricated_data,36
01-05-2022,Krishna,84390,7451,91841,2473074,759374,35252,3267700,500,3 Star,0.041,0.059,0.05,7,fabricated_data,41
01-06-2022,Tirupati,109003,9956,118959,2793215,764183,55510,3612908,1200,5 Star,0.091,0.043,0.067,1,fabricated_data,115
01-06-2022,NTR,91743,8048,99791,2494655,727060,46333,3268048,1200,3 Star,0.04,0.062,0.051,7,fabricated_data,63
01-06-2022,Guntur,68432,6156,74588,1913299,504713,38002,2456014,1000,4 Star,0.095,0.047,0.071,10,fabricated_data,78
01-06-2022,Visakhapatnam,144330,19263,163593,3479864,977931,89162,4546957,1500,4 Star,0.064,0.048,0.056,2,fabricated_data,36
01-06-2022,Alluri Seetarama Raju,59952,4323,64275,1274661,579330,23430,1877421,500,3 Star,0.065,0.018,0.042,3,fabricated_data,46
01-06-2022,Srikakulam,50964,3596,54560,1160449,391124,15801,1567374,1500,3 Star,0.041,0.041,0.041,8,fabricated_data,31
01-06-2022,Chittoor,87861,7830,95691,1932830,541162,48482,2522474,1500,5 Star,0.054,0.039,0.046,6,fabricated_data,39
01-06-2022,Kakinada,68269,4148,72417,2042458,418791,17601,2478850,500,3 Star,0.087,0.043,0.065,4,fabricated_data,72
01-06-2022,Nandyal,47817,2735,50552,1352477,367658,9879,1730015,500,4 Star,0.096,0.041,0.069,8,fabricated_data,53
01-06-2022,Krishna,97791,6808,104599,2445870,824844,41989,3312703,1200,4 Star,0.093,0.076,0.084,3,fabricated_data,61
01-07-2022,Tirupati,81544,6050,87594,1998988,508412,37265,2544665,1200,4 Star,0.063,0.037,0.05,8,fabricated_data,113
01-07-2022,NTR,55455,4802,60257,1397926,401596,19325,1818846,500,4 Star,0.028,0.063,0.045,7,fabricated_data,52
01-07-2022,Guntur,50251,3840,54091,1014508,276514,19142,1310164,1500,4 Star,0.076,0.059,0.068,6,fabricated_data,36
01-07-2022,Visakhapatnam,90950,11812,102762,1990777,576895,60685,2628357,1000,5 Star,0.04,0.031,0.036,3,fabricated_data,67
01-07-2022,Alluri Seetarama Raju,38855,3669,42524,879122,243777,22341,1145240,1000,5 Star,0.046,0.023,0.035,1,fabricated_data,32
01-07-2022,Srikakulam,34534,2241,36775,741105,222602,9500,973208,1500,5 Star,0.073,0.037,0.055,5,fabricated_data,70
01-07-2022,Chittoor,70099,5843,75942,1596762,699824,38406,2334992,1200,4 Star,0.086,0.067,0.076,10,fabricated_data,72
01-07-2022,Kakinada,45264,2891,48155,1116825,368106,17869,1502800,1500,4 Star,0.057,0.05,0.054,6,fabricated_data,75
01-07-2022,Nandyal,34404,2180,36584,1012657,188963,8852,1210472,1500,5 Star,0.047,0.014,0.03,10,fabricated_data,54
01-07-2022,Krishna,64568,5039,69607,1464855,435059,29484,1929397,500,3 Star,0.092,0.052,0.072,8,fabricated_data,69
01-08-2022,Tirupati,87160,6123,93283,1960992,704348,30587,2695927,1500,4 Star,0.057,0.015,0.036,6,fabricated_data,114
01-08-2022,NTR,52396,5382,57778,1226416,360776,35659,1622850,1000,3 Star,0.031,0.036,0.034,5,fabricated_data,59
01-08-2022,Guntur,49874,3812,53686,1343546,469865,18635,1832046,1000,4 Star,0.04,0.052,0.046,1,fabricated_data,46
01-08-2022,Visakhapatnam,94007,11663,105670,2407343,577395,73347,3058085,700,3 Star,0.083,0.068,0.076,6,fabricated_data,72
01-08-2022,Alluri Seetarama Raju,41494,3219,44713,1174384,294452,12155,1480991,1200,5 Star,0.084,0.067,0.076,5,fabricated_data,69
01-08-2022,Srikakulam,36585,2602,39187,801860,192083,16899,1010842,700,5 Star,0.072,0.075,0.073,4,fabricated_data,31
01-08-2022,Chittoor,59881,6417,66298,1625815,483432,20458,2129705,1000,3 Star,0.057,0.048,0.053,5,fabricated_data,59
01-08-2022,Kakinada,45933,2459,48392,1209768,295433,14894,1520096,500,5 Star,0.022,0.058,0.04,3,fabricated_data,57
01-08-2022,Nandyal,30725,1800,32525,739604,189308,9251,938163,1500,5 Star,0.061,0.021,0.041,9,fabricated_data,32
01-08-2022,Krishna,54711,4896,59607,1584743,449011,29770,2063525,1500,5 Star,0.094,0.048,0.071,1,fabricated_data,79
01-09-2022,Tirupati,90606,9196,99802,2377164,706141,29777,3113082,1500,4 Star,0.094,0.035,0.065,9,fabricated_data,95
01-09-2022,NTR,67164,5633,72797,1830601,413000,16919,2260520,700,5 Star,0.039,0.037,0.038,4,fabricated_data,30
01-09-2022,Guntur,61215,5093,66308,1306766,352267,31427,1690460,1000,3 Star,0.041,0.037,0.039,5,fabricated_data,45
01-09-2022,Visakhapatnam,131764,13091,144855,3507282,954122,62659,4524062,700,3 Star,0.096,0.075,0.085,4,fabricated_data,44
01-09-2022,Alluri Seetarama Raju,53353,3780,57133,1453919,299044,13891,1766853,1200,4 Star,0.068,0.055,0.061,7,fabricated_data,74
01-09-2022,Srikakulam,43019,2645,45664,908665,277736,14433,1200834,1500,5 Star,0.029,0.016,0.022,7,fabricated_data,51
01-09-2022,Chittoor,80052,7289,87341,1838045,684615,26804,2549464,1200,5 Star,0.066,0.051,0.058,6,fabricated_data,51
01-09-2022,Kakinada,60016,3200,63216,1510401,520944,16728,2048073,1200,3 Star,0.05,0.042,0.046,7,fabricated_data,31
01-09-2022,Nandyal,36315,2565,38880,748685,355623,9151,1113459,700,5 Star,0.086,0.025,0.055,4,fabricated_data,53
01-09-2022,Krishna,78304,6557,84861,1875764,517722,35680,2429166,1000,4 Star,0.026,0.042,0.034,2,fabricated_data,79
01-10-2022,Tirupati,108981,6987,115968,3196863,742778,44569,3984210,500,5 Star,0.068,0.057,0.062,9,fabricated_data,86
01-10-2022,NTR,71304,5436,76740,1672756,480578,26507,2179841,700,5 Star,0.052,0.039,0.045,10,fabricated_data,53
01-10-2022,Guntur,65453,4423,69876,1928418,567269,24548,2520235,700,3 Star,0.086,0.017,0.051,10,fabricated_data,64
01-10-2022,Visakhapatnam,122083,16497,138580,2529891,1032029,84730,3646651,1000,4 Star,0.07,0.072,0.071,8,fabricated_data,54
01-10-2022,Alluri Seetarama Raju,48113,4446,52559,1037259,290228,25562,1353050,700,4 Star,0.033,0.028,0.03,3,fabricated_data,41
01-10-2022,Srikakulam,42968,3042,46010,921455,243616,20610,1185681,1200,5 Star,0.053,0.035,0.044,8,fabricated_data,62
01-10-2022,Chittoor,79135,6421,85556,2157903,675758,23200,2856862,700,3 Star,0.047,0.027,0.037,9,fabricated_data,55
01-10-2022,Kakinada,58167,3214,61381,1448487,395038,20285,1863810,1200,5 Star,0.04,0.021,0.03,8,fabricated_data,64
01-10-2022,Nandyal,37970,2802,40772,799030,376413,18048,1193491,700,3 Star,0.094,0.04,0.067,3,fabricated_data,49
01-10-2022,Krishna,78624,6278,84902,1832170,627166,40737,2500074,1000,3 Star,0.097,0.069,0.083,2,fabricated_data,35
01-11-2022,Tirupati,134285,9732,144017,2952815,1300116,29917,4282848,1000,4 Star,0.083,0.024,0.054,8,fabricated_data,96
01-11-2022,NTR,84305,7510,91815,2252851,751324,38474,3042649,1500,3 Star,0.063,0.046,0.054,10,fabricated_data,64
01-11-2022,Guntur,84579,6253,90832,2454586,810883,42037,3307505,1500,3 Star,0.04,0.028,0.034,9,fabricated_data,60
01-11-2022,Visakhapatnam,144083,16904,160987,3475273,1137475,77265,4690013,1000,5 Star,0.061,0.058,0.059,10,fabricated_data,51
01-11-2022,Alluri Seetarama Raju,64024,4639,68663,1609076,508088,22759,2139922,1500,3 Star,0.026,0.074,0.05,3,fabricated_data,52
01-11-2022,Srikakulam,55990,3663,59653,1334298,513868,25161,1873327,1000,3 Star,0.046,0.064,0.055,10,fabricated_data,57
01-11-2022,Chittoor,98403,9764,108167,2491552,890072,59784,3441409,1500,5 Star,0.093,0.045,0.069,1,fabricated_data,73
01-11-2022,Kakinada,71499,4059,75558,1585780,589034,19025,2193838,700,3 Star,0.058,0.011,0.035,3,fabricated_data,43
01-11-2022,Nandyal,48564,3462,52026,1345266,355083,20275,1720623,1500,4 Star,0.033,0.034,0.034,8,fabricated_data,40
01-11-2022,Krishna,91380,7501,98881,1954050,798735,36595,2789380,1500,4 Star,0.054,0.061,0.057,5,fabricated_data,61
01-12-2022,Tirupati,127279,11236,138515,3086757,927521,56975,4071253,1500,5 Star,0.075,0.065,0.07,9,fabricated_data,117
01-12-2022,NTR,88182,6879,95061,2197369,779735,26736,3003840,1200,5 Star,0.039,0.079,0.059,9,fabricated_data,58
01-12-2022,Guntur,84634,5811,90445,2514353,824114,37994,3376461,1000,5 Star,0.024,0.063,0.043,7,fabricated_data,39
01-12-2022,Visakhapatnam,164300,18556,182856,3574554,1167661,114590,4856805,700,4 Star,0.1,0.038,0.069,4,fabricated_data,48
01-12-2022,Alluri Seetarama Raju,63606,5505,69111,1868672,490516,33435,2392624,1200,3 Star,0.037,0.045,0.041,1,fabricated_data,33
01-12-2022,Srikakulam,61577,3998,65575,1255012,458163,23381,1736556,1200,3 Star,0.095,0.033,0.064,3,fabricated_data,76
01-12-2022,Chittoor,109925,8281,118206,2342328,921068,43389,3306785,700,5 Star,0.079,0.054,0.067,4,fabricated_data,30
01-12-2022,Kakinada,68061,4770,72831,1383042,368619,19908,1771569,1500,5 Star,0.081,0.012,0.046,10,fabricated_data,48
01-12-2022,Nandyal,50471,3382,53853,1388595,423582,12830,1825007,1000,3 Star,0.083,0.043,0.063,9,fabricated_data,68
01-12-2022,Krishna,100644,8220,108864,2914059,585027,57393,3556479,1500,4 Star,0.032,0.065,0.049,9,fabricated_data,66
01-01-2023,Tirupati,138086,11520,149606,4130973,893444,67288,5091705,1200,3 Star,0.085,0.016,0.051,7,fabricated_data,113
01-01-2023,NTR,91068,8141,99209,2707355,480719,43113,3231188,1500,4 Star,0.059,0.034,0.046,7,fabricated_data,37
01-01-2023,Guntur,83444,6542,89986,2447643,753506,37760,3238909,500,3 Star,0.054,0.024,0.039,8,fabricated_data,68
01-01-2023,Visakhapatnam,146804,20741,167545,3787220,860166,83928,4731315,500,4 Star,0.082,0.061,0.072,1,fabricated_data,71
01-01-2023,Alluri Seetarama Raju,65814,5924,71738,1459244,564069,26538,2049851,1200,5 Star,0.035,0.031,0.033,8,fabricated_data,70
01-01-2023,Srikakulam,61061,4168,65229,1282428,524441,23838,1830707,1200,3 Star,0.023,0.012,0.018,3,fabricated_data,50
01-01-2023,Chittoor,112942,8672,121614,3347018,1078750,47888,4473656,1200,5 Star,0.093,0.017,0.055,3,fabricated_data,53
01-01-2023,Kakinada,66492,4227,70719,1960076,454517,28028,2442621,1500,3 Star,0.022,0.047,0.035,9,fabricated_data,56
01-01-2023,Nandyal,47755,3196,50951,1432414,438207,21010,1891631,1200,3 Star,0.028,0.026,0.027,7,fabricated_data,77
01-01-2023,Krishna,95279,9177,104456,2496213,515810,57778,3069800,500,3 Star,0.026,0.069,0.048,8,fabricated_data,34
01-02-2023,Tirupati,98548,7123,105671,2871363,724468,37585,3633416,700,5 Star,0.051,0.028,0.04,8,fabricated_data,103
01-02-2023,NTR,73385,6462,79847,1957109,452796,34587,2444491,500,5 Star,0.059,0.048,0.053,6,fabricated_data,48
01-02-2023,Guntur,62851,5149,68000,1368626,409705,22384,1800714,700,5 Star,0.087,0.075,0.081,9,fabricated_data,52
01-02-2023,Visakhapatnam,112469,14934,127403,3183072,1096917,82690,4362679,1200,5 Star,0.045,0.074,0.059,3,fabricated_data,60
01-02-2023,Alluri Seetarama Raju,47199,3975,51174,1262764,312370,13191,1588325,1000,4 Star,0.096,0.044,0.07,6,fabricated_data,36
01-02-2023,Srikakulam,48218,3357,51575,1420844,336920,12987,1770751,1200,4 Star,0.034,0.053,0.043,3,fabricated_data,73
01-02-2023,Chittoor,72513,7302,79815,2003497,637928,47786,2689212,1200,3 Star,0.094,0.033,0.064,8,fabricated_data,30
01-02-2023,Kakinada,52141,3080,55221,1178497,306861,9591,1494949,1200,5 Star,0.079,0.021,0.05,9,fabricated_data,43
01-02-2023,Nandyal,40635,2276,42911,922516,305705,15710,1243931,700,3 Star,0.095,0.077,0.086,3,fabricated_data,74
01-02-2023,Krishna,71872,6622,78494,1509119,690674,23595,2223387,1000,4 Star,0.065,0.063,0.064,8,fabricated_data,48
01-03-2023,Tirupati,90508,8342,98850,2618163,852981,48368,3519513,1500,4 Star,0.047,0.023,0.035,6,fabricated_data,111
01-03-2023,NTR,67434,5564,72998,1374135,533806,21810,1929750,1500,3 Star,0.039,0.071,0.055,4,fabricated_data,55
01-03-2023,Guntur,64728,5654,70382,1817155,529343,23831,2370329,1000,5 Star,0.062,0.054,0.058,7,fabricated_data,32
01-03-2023,Visakhapatnam,131483,15397,146880,3361957,1088545,76802,4527304,500,4 Star,0.025,0.018,0.021,8,fabricated_data,45
01-03-2023,Alluri Seetarama Raju,48480,3984,52464,1444015,476423,18586,1939024,500,3 Star,0.039,0.022,0.03,4,fabricated_data,60
01-03-2023,Srikakulam,44899,2917,47816,992845,332815,12731,1338391,500,5 Star,0.046,0.022,0.034,1,fabricated_data,57
01-03-2023,Chittoor,76557,6000,82557,2009636,479464,34055,2523155,1000,3 Star,0.08,0.011,0.045,1,fabricated_data,64
01-03-2023,Kakinada,56578,2990,59568,1618829,324048,18984,1961861,500,5 Star,0.036,0.018,0.027,7,fabricated_data,53
01-03-2023,Nandyal,36315,2135,38450,769598,299434,11249,1080280,700,3 Star,0.058,0.075,0.067,4,fabricated_data,68
01-03-2023,Krishna,79258,6537,85795,2265156,551389,42849,2859393,1500,4 Star,0.06,0.044,0.052,5,fabricated_data,42
01-04-2023,Tirupati,116789,9410,126199,2488915,849853,58736,3397504,700,5 Star,0.051,0.074,0.062,1,fabricated_data,106
01-04-2023,NTR,81388,7196,88584,2000217,618097,25615,2643930,500,3 Star,0.039,0.023,0.031,5,fabricated_data,57
01-04-2023,Guntur,74730,5944,80674,1823155,540405,27602,2391162,700,3 Star,0.05,0.055,0.053,4,fabricated_data,37
01-04-2023,Visakhapatnam,132380,15372,147752,3207377,786080,47447,4040904,500,4 Star,0.091,0.026,0.058,4,fabricated_data,65
01-04-2023,Alluri Seetarama Raju,63151,4370,67521,1410916,480348,16118,1907382,1200,5 Star,0.046,0.021,0.034,9,fabricated_data,66
01-04-2023,Srikakulam,55561,3846,59407,1376855,418159,24633,1819648,700,4 Star,0.093,0.065,0.079,6,fabricated_data,55
01-04-2023,Chittoor,89593,8917,98510,2053093,574716,35250,2663059,1500,3 Star,0.089,0.054,0.071,2,fabricated_data,65
01-04-2023,Kakinada,69833,3814,73647,1579450,528144,16486,2124079,1000,5 Star,0.058,0.066,0.062,3,fabricated_data,47
01-04-2023,Nandyal,47223,2565,49788,1116804,300742,12887,1430433,1000,5 Star,0.041,0.078,0.059,4,fabricated_data,67
01-04-2023,Krishna,82786,8593,91379,2426807,547400,57612,3031819,1200,4 Star,0.094,0.057,0.075,7,fabricated_data,59
01-05-2023,Tirupati,120033,10675,130708,2501490,1009193,61066,3571749,500,3 Star,0.095,0.068,0.082,3,fabricated_data,128
01-05-2023,NTR,91078,6236,97314,2149733,825687,33963,3009384,1000,3 Star,0.078,0.045,0.061,10,fabricated_data,59
01-05-2023,Guntur,65499,6186,71685,1834241,519077,43228,2396546,500,4 Star,0.086,0.018,0.052,9,fabricated_data,65
01-05-2023,Visakhapatnam,134324,20459,154783,3583465,711473,115190,4410128,1000,3 Star,0.066,0.035,0.051,5,fabricated_data,78
01-05-2023,Alluri Seetarama Raju,64489,4597,69086,1319114,595113,30547,1944774,1000,4 Star,0.1,0.028,0.064,9,fabricated_data,75
01-05-2023,Srikakulam,51145,4040,55185,1181184,505418,16665,1703268,1500,3 Star,0.051,0.076,0.064,8,fabricated_data,53
01-05-2023,Chittoor,90691,8918,99609,1986867,704144,35788,2726799,500,4 Star,0.036,0.027,0.032,10,fabricated_data,70
01-05-2023,Kakinada,63369,4263,67632,1451209,511212,18822,1981243,700,5 Star,0.033,0.065,0.049,2,fabricated_data,79
01-05-2023,Nandyal,50692,2808,53500,1217847,440895,19302,1678044,500,4 Star,0.086,0.078,0.082,8,fabricated_data,41
01-05-2023,Krishna,81144,7781,88925,2054047,487371,32203,2573622,500,3 Star,0.026,0.065,0.045,10,fabricated_data,68
01-06-2023,Tirupati,111761,10295,122056,2905147,590976,62900,3559024,500,3 Star,0.046,0.041,0.043,4,fabricated_data,114
01-06-2023,NTR,85786,6908,92694,2491632,644780,33567,3169979,1000,5 Star,0.059,0.022,0.04,4,fabricated_data,70
01-06-2023,Guntur,75986,6519,82505,2057719,476515,42037,2576271,1500,5 Star,0.036,0.019,0.027,5,fabricated_data,45
01-06-2023,Visakhapatnam,145990,16628,162618,3645575,1320730,81180,5047486,1200,4 Star,0.08,0.045,0.062,8,fabricated_data,51
01-06-2023,Alluri Seetarama Raju,61514,4492,66006,1826504,494783,20652,2341939,500,4 Star,0.052,0.067,0.059,6,fabricated_data,32
01-06-2023,Srikakulam,50508,3994,54502,1294469,492540,13139,1800148,1200,3 Star,0.076,0.016,0.046,4,fabricated_data,57
01-06-2023,Chittoor,89998,8269,98267,2340871,597306,50638,2988815,1500,5 Star,0.087,0.017,0.052,5,fabricated_data,44
01-06-2023,Kakinada,71140,4829,75969,1899690,707836,27235,2634761,1000,5 Star,0.055,0.02,0.037,10,fabricated_data,67
01-06-2023,Nandyal,51388,3425,54813,1164789,440933,15676,1621399,500,5 Star,0.1,0.061,0.081,7,fabricated_data,44
01-06-2023,Krishna,96849,7395,104244,2217588,614754,26470,2858812,500,3 Star,0.062,0.045,0.053,5,fabricated_data,78
01-07-2023,Tirupati,86583,5750,92333,2051050,616452,25542,2693044,1000,4 Star,0.055,0.054,0.054,8,fabricated_data,117
01-07-2023,NTR,52733,4744,57477,1534713,349815,23696,1908224,1200,3 Star,0.04,0.059,0.05,7,fabricated_data,42
01-07-2023,Guntur,43674,4418,48092,877830,423007,24345,1325182,700,4 Star,0.04,0.011,0.026,4,fabricated_data,60
01-07-2023,Visakhapatnam,100049,11293,111342,2510712,874015,54774,3439501,1000,4 Star,0.023,0.012,0.018,9,fabricated_data,56
01-07-2023,Alluri Seetarama Raju,36497,3455,39952,992431,343384,19204,1355019,500,4 Star,0.033,0.059,0.046,7,fabricated_data,46
01-07-2023,Srikakulam,34720,2441,37161,993439,212470,16513,1222422,1000,4 Star,0.027,0.019,0.023,2,fabricated_data,73
01-07-2023,Chittoor,63301,5959,69260,1815192,330155,31558,2176905,700,3 Star,0.068,0.04,0.054,1,fabricated_data,30
01-07-2023,Kakinada,48044,2877,50921,1354609,438474,9395,1802478,500,3 Star,0.092,0.039,0.066,5,fabricated_data,73
